invoiceID,custID,salesDate
4523,20,2009-10-06
4524,26,2007-06-28
4525,29,2005-07-08
4526,10,2007-07-22
4527,21,2005-10-06
4528,19,2005-05-13
4529,8,2009-05-26
4530,2,2008-01-05
4531,36,2010-01-04
4532,34,2010-03-30
4533,9,2009-09-10
4534,1,2010-08-13
4535,20,2005-02-22
4536,17,2011-05-05
4537,35,2011-02-14
4538,29,2006-03-06
4539,25,2010-02-25
4540,26,2009-09-08
4541,32,2008-11-04
4542,3,2006-09-28
4543,3,2008-08-24
4544,17,2007-11-19
4545,9,2008-02-21
4546,26,2006-07-11
4547,3,2006-04-03
4548,28,2009-11-26
4549,30,2010-04-16
4550,37,2006-10-03
4551,31,2008-04-07
4552,32,2005-05-24
4553,7,2005-04-22
4554,11,2007-06-25
4555,18,2009-01-10
4556,35,2006-11-19
4557,21,2009-03-11
4558,39,2008-07-02
4559,15,2006-07-11
4560,28,2006-02-27
4561,1,2011-07-03
4562,11,2010-04-09
4563,22,2005-01-24
4564,10,2006-06-19
4565,11,2005-01-31
4566,3,2008-08-27
4567,27,2009-08-13
4568,6,2007-05-01
4569,31,2006-01-31
4570,12,2006-02-01
4571,31,2005-03-07
4572,24,2009-03-16
4573,15,2009-11-14
4574,34,2011-04-06
4575,2,2006-03-18
4576,23,2009-06-07
4577,21,2008-04-09
4578,5,2009-11-02
4579,12,2009-02-28
4580,11,2011-03-29
4581,2,2007-07-03
4582,3,2006-05-08
4583,3,2011-04-21
4584,8,2006-10-29
4585,14,2009-07-22
4586,21,2010-02-07
4587,4,2008-07-11
4588,34,2008-03-16
4589,20,2010-11-18
4590,18,2010-05-05
4591,22,2011-03-09
4592,20,2006-08-19
4593,28,2010-04-05
4594,5,2006-01-19
4595,29,2005-10-28
4596,39,2006-01-22
4597,8,2008-04-24
4598,17,2005-03-19
4599,6,2005-05-20
4600,38,2006-01-13
4601,28,2007-10-26
4602,36,2011-02-10
4603,23,2006-08-25
4604,4,2006-10-31
4605,31,2009-04-18
4606,24,2007-04-12
4607,27,2010-08-02
4608,12,2009-05-01
4609,28,2009-08-25
4610,38,2007-01-14
4611,22,2007-03-21
4612,30,2009-02-24
4613,1,2009-05-01
4614,24,2009-12-06
4615,37,2005-06-01
4616,14,2005-04-06
4617,5,2010-05-22
4618,1,2007-08-12
4619,9,2010-07-31
4620,24,2009-04-01
4621,19,2006-10-29
4622,30,2010-02-01
4623,5,2007-10-31
4624,7,2011-05-19
4625,35,2005-11-26
4626,34,2005-12-25
4627,7,2006-06-23
4628,3,2009-03-21
4629,11,2010-11-12
4630,12,2011-05-30
4631,2,2005-12-06
4632,39,2007-11-05
4633,9,2005-05-21
4634,24,2009-04-23
4635,3,2005-01-30
4636,39,2006-12-05
4637,9,2005-06-16
4638,29,2007-10-04
4639,11,2005-07-24
4640,37,2008-05-03
4641,28,2006-11-19
4642,32,2005-05-07
4643,27,2008-02-13
4644,28,2005-07-27
4645,16,2010-10-07
4646,25,2007-08-07
4647,3,2010-01-03
4648,20,2005-11-17
4649,26,2006-10-16
4650,12,2008-08-17
4651,5,2009-09-19
4652,5,2008-09-01
4653,3,2007-11-10
4654,10,2006-05-22
4655,12,2009-04-11
4656,37,2010-12-09
4657,4,2006-12-13
4658,18,2005-06-18
4659,39,2009-08-25
4660,15,2006-10-30
4661,29,2010-03-04
4662,1,2005-12-23
4663,14,2005-02-12
4664,37,2009-01-27
4665,25,2006-06-05
4666,17,2008-02-03
4667,37,2010-06-14
4668,34,2007-09-01
4669,6,2010-06-04
4670,8,2008-02-03
4671,32,2005-09-09
4672,34,2006-08-06
4673,39,2008-11-14
4674,20,2006-01-01
4675,23,2011-09-20
4676,15,2005-07-17
4677,5,2010-09-21
4678,25,2009-02-18
4679,35,2011-04-21
4680,31,2010-10-22
4681,37,2006-04-23
4682,1,2010-05-29
4683,36,2011-05-03
4684,39,2006-08-25
4685,10,2010-04-26
4686,8,2008-08-03
4687,36,2008-09-29
4688,13,2011-01-04
4689,26,2007-11-23
4690,36,2006-06-10
4691,27,2007-08-23
4692,16,2005-05-22
4693,36,2008-02-19
4694,2,2005-07-27
4695,14,2005-11-15
4696,22,2006-05-17
4697,18,2011-10-07
4698,11,2006-06-25
4699,17,2005-10-28
4700,24,2009-05-23
4701,18,2006-06-09
4702,9,2010-10-19
4703,18,2005-02-20
4704,17,2007-06-01
4705,28,2008-08-11
4706,1,2011-04-22
4707,32,2005-08-25
4708,33,2007-05-27
4709,26,2005-10-26
4710,28,2008-02-12
4711,25,2008-09-05
4712,23,2006-10-30
4713,28,2006-12-11
4714,21,2010-12-31
4715,22,2007-01-01
4716,38,2009-04-25
4717,28,2006-07-03
4718,18,2007-07-18
4719,11,2006-07-08
4720,15,2005-03-21
4721,14,2009-08-09
4722,38,2006-03-26
4723,30,2008-07-26
4724,11,2010-08-24
4725,39,2005-09-04
4726,4,2009-01-28
4727,33,2007-07-29
4728,17,2011-03-25
4729,14,2009-07-18
4730,10,2008-04-29
4731,2,2011-01-17
4732,32,2010-01-20
4733,19,2009-09-09
4734,19,2005-09-28
4735,10,2008-05-27
4736,8,2006-04-19
4737,19,2005-04-10
4738,3,2011-01-17
4739,1,2007-06-03
4740,5,2011-03-13
4741,30,2005-07-04
4742,25,2007-01-28
4743,27,2005-09-06
4744,19,2009-10-03
4745,6,2008-01-10
4746,10,2010-02-09
4747,17,2005-04-05
4748,34,2010-10-15
4749,27,2011-04-24
4750,28,2008-07-27
4751,10,2011-08-27
4752,2,2006-12-14
4753,26,2011-10-20
4754,39,2008-07-26
4755,13,2007-05-22
4756,26,2007-03-13
4757,4,2005-07-20
4758,6,2006-08-23
4759,4,2005-08-17
4760,18,2007-10-03
4761,16,2010-08-25
4762,5,2010-09-17
4763,10,2005-05-14
4764,34,2010-08-11
4765,23,2006-05-27
4766,19,2010-10-10
4767,2,2008-05-06
4768,3,2011-05-22
4769,22,2007-10-10
4770,3,2010-03-29
4771,7,2005-04-19
4772,12,2008-04-24
4773,27,2008-01-26
4774,34,2006-06-09
4775,31,2005-03-18
4776,33,2010-07-08
4777,4,2011-09-06
4778,8,2005-05-16
4779,28,2007-09-19
4780,31,2011-08-20
4781,35,2007-03-31
4782,37,2008-04-19
4783,33,2010-10-03
4784,22,2006-09-04
4785,37,2008-11-11
4786,6,2008-05-11
4787,9,2005-12-02
4788,1,2011-04-08
4789,12,2006-01-23
4790,12,2009-04-10
4791,18,2007-04-11
4792,27,2006-04-24
4793,17,2006-10-25
4794,28,2007-10-27
4795,22,2007-08-11
4796,39,2005-05-25
4797,8,2008-04-16
4798,23,2009-07-13
4799,3,2006-12-19
4800,29,2006-11-04
4801,25,2006-12-03
4802,10,2010-02-27
4803,1,2007-06-23
4804,13,2006-09-19
4805,4,2008-06-23
4806,32,2006-09-21
4807,7,2006-10-19
4808,8,2009-03-02
4809,39,2009-07-01
4810,35,2010-02-04
4811,39,2005-01-03
4812,35,2010-10-02
4813,32,2007-02-16
4814,32,2008-01-13
4815,18,2010-09-26
4816,30,2009-09-14
4817,38,2011-06-08
4818,26,2008-05-23
4819,30,2010-05-15
4820,11,2005-12-14
4821,37,2008-01-26
4822,8,2009-07-04
4823,37,2007-01-03
4824,14,2005-07-16
4825,36,2011-05-26
4826,20,2006-06-18
4827,14,2010-07-20
4828,4,2009-08-30
4829,3,2010-07-13
4830,16,2007-03-04
4831,32,2007-04-13
4832,28,2008-09-18
4833,25,2009-01-22
4834,33,2008-11-22
4835,2,2009-11-03
4836,29,2007-02-18
4837,25,2011-09-24
4838,9,2008-11-17
4839,37,2005-12-04
4840,25,2007-08-16
4841,4,2009-11-30
4842,36,2007-11-03
4843,20,2008-02-02
4844,36,2005-10-22
4845,29,2006-03-15
4846,37,2011-10-18
4847,26,2006-10-04
4848,28,2010-08-12
4849,23,2010-08-11
4850,17,2010-03-02
4851,38,2008-07-17
4852,21,2009-03-18
4853,25,2006-11-07
4854,36,2009-09-19
4855,35,2009-02-28
4856,21,2005-11-26
4857,16,2011-10-13
4858,9,2007-05-06
4859,24,2005-10-19
4860,19,2011-08-02
4861,25,2007-07-15
4862,16,2008-02-17
4863,8,2008-10-16
4864,11,2011-09-25
4865,10,2006-09-13
4866,9,2010-05-12
4867,1,2008-01-20
4868,34,2005-07-16
4869,18,2006-01-03
4870,37,2005-04-14
4871,20,2010-03-03
4872,22,2007-09-20
4873,34,2007-03-05
4874,39,2011-08-01
4875,19,2009-12-09
4876,24,2005-05-12
4877,37,2008-12-13
4878,6,2009-04-20
4879,13,2009-05-10
4880,21,2006-08-23
4881,22,2010-10-25
4882,11,2010-09-01
4883,3,2008-04-10
4884,7,2008-02-27
4885,8,2006-07-12
4886,37,2009-06-30
4887,28,2008-08-04
4888,23,2006-06-10
4889,7,2010-03-11
4890,13,2007-09-07
4891,2,2009-03-06
4892,31,2009-08-03
4893,28,2008-07-24
4894,10,2010-04-01
4895,3,2010-01-23
4896,38,2008-06-26
4897,18,2008-03-25
4898,3,2011-05-15
4899,33,2006-01-10
4900,36,2010-02-01
4901,39,2006-03-27
4902,13,2011-04-10
4903,18,2009-08-06
4904,34,2011-08-30
4905,12,2006-08-14
4906,36,2005-02-06
4907,18,2005-09-09
4908,10,2008-12-06
4909,3,2008-10-20
4910,30,2006-09-16
4911,30,2010-06-19
4912,24,2008-12-14
4913,2,2006-01-30
4914,32,2011-03-29
4915,31,2005-03-24
4916,9,2005-06-23
4917,30,2011-01-14
4918,20,2007-03-07
4919,32,2006-10-26
4920,36,2011-07-16
4921,32,2011-09-06
4922,34,2008-04-23
4923,27,2010-03-13
4924,20,2010-09-25
4925,4,2005-01-25
4926,30,2010-11-02
4927,19,2008-01-23
4928,22,2008-03-19
4929,32,2011-09-21
4930,12,2009-06-25
4931,18,2005-11-18
4932,32,2007-02-06
4933,24,2006-08-31
4934,36,2008-10-05
4935,26,2009-08-16
4936,36,2010-11-06
4937,32,2006-01-07
4938,5,2005-12-07
4939,6,2009-09-29
4940,34,2011-10-15
4941,34,2009-05-29
4942,36,2007-11-07
4943,19,2007-10-11
4944,36,2008-07-18
4945,29,2009-05-28
4946,11,2011-06-13
4947,5,2007-11-12
4948,19,2009-06-06
4949,30,2006-06-06
4950,37,2010-11-09
4951,15,2011-10-04
4952,22,2005-01-02
4953,31,2006-07-07
4954,3,2010-08-30
4955,3,2007-10-06
4956,34,2009-08-14
4957,32,2009-10-12
4958,21,2010-03-20
4959,16,2005-10-27
4960,24,2011-07-31
4961,32,2005-06-18
4962,34,2009-06-04
4963,16,2007-06-17
4964,16,2009-05-30
4965,30,2005-11-22
4966,3,2005-09-03
4967,12,2008-03-10
4968,23,2009-04-06
4969,7,2008-11-12
4970,18,2007-12-12
4971,18,2011-10-28
4972,2,2010-08-25
4973,14,2008-12-02
4974,36,2008-09-05
4975,37,2011-06-01
4976,3,2008-09-06
4977,8,2010-02-13
4978,3,2009-11-05
4979,21,2007-06-30
4980,37,2005-04-27
4981,39,2008-04-18
4982,36,2010-09-13
4983,19,2009-04-09
4984,30,2007-11-26
4985,38,2010-12-17
4986,21,2007-04-07
4987,25,2005-07-05
4988,30,2006-07-13
4989,3,2008-06-16
4990,2,2007-07-14
4991,15,2007-04-15
4992,35,2006-04-21
4993,35,2006-04-28
4994,31,2009-01-03
4995,12,2005-12-04
4996,26,2007-05-23
4997,33,2007-07-17
4998,24,2011-05-11
4999,9,2009-10-25
5000,1,2009-09-04
5001,2,2008-01-26
5002,26,2006-12-24
5003,2,2005-09-25
5004,16,2010-04-19
5005,23,2011-03-04
5006,38,2005-04-06
5007,18,2008-10-18
5008,30,2006-11-30
5009,2,2006-02-13
5010,39,2011-03-17
5011,28,2010-11-02
5012,2,2009-09-26
5013,35,2008-08-24
5014,7,2005-10-15
5015,32,2007-01-28
5016,33,2011-09-30
5017,28,2006-10-20
5018,17,2007-05-24
5019,24,2005-01-28
5020,31,2005-08-19
5021,19,2010-04-27
5022,39,2007-05-12
5023,26,2008-01-27
5024,14,2011-09-17
5025,30,2011-03-31
5026,37,2006-02-04
5027,1,2011-08-07
5028,24,2010-03-26
5029,21,2005-07-04
5030,9,2009-12-28
5031,24,2005-07-02
5032,23,2005-11-27
5033,35,2010-03-06
5034,25,2009-03-17
5035,38,2010-01-28
5036,18,2008-08-27
5037,24,2007-09-29
5038,17,2010-05-01
5039,9,2007-01-05
5040,26,2007-04-04
5041,16,2009-09-15
5042,36,2007-07-04
5043,27,2005-04-28
5044,12,2009-05-11
5045,4,2006-05-05
5046,19,2007-01-27
5047,5,2007-10-23
5048,31,2009-03-09
5049,35,2011-09-23
5050,29,2010-08-17
5051,23,2011-07-08
5052,15,2006-11-11
5053,28,2008-06-23
5054,9,2007-12-06
5055,28,2007-11-09
5056,19,2008-08-20
5057,7,2006-04-26
5058,28,2006-08-20
5059,3,2007-10-01
5060,28,2010-09-03
5061,37,2010-04-28
5062,27,2009-12-27
5063,11,2006-09-04
5064,32,2010-02-19
5065,13,2007-06-19
5066,10,2008-12-27
5067,11,2007-12-05
5068,37,2010-07-24
5069,26,2011-01-05
5070,20,2007-08-15
5071,23,2006-08-04
5072,3,2008-09-18
5073,16,2010-04-01
5074,10,2006-01-30
5075,14,2008-12-12
5076,19,2009-10-19
5077,29,2007-03-28
5078,19,2010-07-04
5079,11,2010-07-09
5080,25,2009-05-19
5081,9,2005-09-16
5082,34,2005-02-15
5083,39,2010-03-28
5084,37,2007-08-28
5085,3,2007-07-03
5086,28,2008-01-27
5087,16,2011-08-31
5088,10,2008-09-01
5089,17,2005-12-30
5090,19,2008-04-13
5091,37,2009-05-13
5092,14,2006-08-04
5093,6,2007-04-01
5094,9,2010-01-12
5095,7,2011-06-20
5096,19,2006-11-18
5097,19,2010-11-08
5098,17,2006-03-16
5099,16,2008-06-09
5100,5,2005-03-04
5101,36,2006-11-20
5102,38,2007-02-03
5103,8,2011-03-23
5104,13,2011-03-06
5105,9,2007-09-27
5106,21,2007-02-20
5107,32,2008-04-02
5108,37,2009-06-13
5109,1,2009-08-23
5110,4,2005-05-22
5111,22,2007-11-23
5112,9,2007-09-05
5113,37,2006-01-24
5114,21,2009-10-19
5115,6,2009-10-09
5116,1,2009-04-02
5117,9,2008-02-29
5118,22,2010-11-26
5119,10,2010-04-16
5120,26,2008-10-08
5121,1,2009-02-12
5122,8,2011-10-23
5123,39,2006-05-16
5124,7,2007-06-22
5125,16,2007-05-12
5126,6,2006-10-15
5127,25,2008-05-19
5128,34,2005-12-28
5129,23,2005-04-17
5130,1,2008-02-02
5131,39,2008-03-05
5132,20,2008-08-11
5133,39,2009-03-17
5134,8,2011-07-17
5135,32,2010-11-20
5136,9,2010-06-29
5137,29,2005-07-28
5138,25,2005-10-01
5139,6,2011-09-26
5140,29,2007-05-13
5141,28,2009-07-27
5142,28,2009-05-11
5143,38,2005-09-08
5144,25,2010-01-21
5145,9,2010-07-11
5146,4,2010-09-30
5147,25,2005-01-24
5148,18,2011-05-12
5149,26,2010-12-12
5150,34,2009-01-27
5151,4,2010-11-07
5152,26,2006-06-30
5153,2,2008-06-19
5154,4,2010-07-31
5155,33,2005-09-01
5156,18,2008-10-02
5157,10,2011-07-09
5158,19,2011-02-22
5159,13,2009-10-23
5160,33,2011-04-06
5161,20,2006-09-16
5162,13,2007-12-24
5163,13,2009-01-30
5164,19,2006-02-08
5165,20,2009-09-01
5166,6,2010-07-17
5167,27,2006-07-30
5168,9,2011-03-31
5169,30,2006-05-24
5170,33,2009-08-21
5171,38,2005-12-29
5172,19,2007-08-19
5173,21,2011-01-02
5174,36,2011-08-11
5175,4,2011-02-24
5176,30,2005-12-19
5177,1,2008-04-16
5178,29,2009-03-04
5179,9,2008-01-18
5180,26,2005-09-19
5181,23,2006-09-28
5182,13,2008-06-20
5183,13,2005-01-09
5184,25,2010-08-25
5185,16,2011-04-25
5186,7,2006-09-29
5187,4,2009-07-21
5188,26,2008-06-17
5189,25,2005-03-22
5190,16,2007-01-10
5191,19,2010-06-02
5192,5,2010-08-16
5193,29,2008-02-06
5194,31,2005-04-16
5195,24,2010-12-21
5196,9,2009-07-07
5197,37,2009-05-06
5198,11,2008-02-07
5199,18,2009-10-02
5200,28,2007-05-11
5201,5,2010-08-30
5202,16,2008-01-01
5203,7,2007-03-07
5204,26,2008-05-19
5205,13,2007-09-24
5206,11,2009-01-26
5207,16,2009-10-17
5208,13,2006-03-28
5209,39,2009-03-01
5210,25,2005-12-09
5211,39,2011-07-14
5212,23,2008-09-10
5213,37,2006-07-26
5214,12,2010-11-28
5215,8,2007-07-08
5216,14,2007-12-10
5217,18,2011-09-29
5218,12,2011-08-09
5219,39,2007-03-17
5220,4,2006-02-16
5221,28,2007-02-26
5222,19,2006-04-06
5223,8,2006-12-09
5224,17,2009-04-02
5225,11,2005-03-02
5226,31,2009-07-28
5227,26,2006-08-25
5228,8,2005-04-18
5229,3,2009-07-01
5230,4,2011-05-13
5231,36,2005-12-05
5232,7,2009-07-14
5233,20,2010-12-20
5234,3,2006-09-14
5235,32,2007-07-21
5236,32,2005-12-31
5237,13,2006-02-12
5238,9,2011-01-16
5239,6,2008-11-05
5240,13,2005-03-14
5241,34,2008-12-26
5242,5,2009-02-04
5243,35,2010-06-20
5244,31,2011-05-06
5245,17,2010-02-08
5246,3,2008-01-27
5247,6,2009-12-13
5248,35,2011-06-21
5249,15,2011-07-08
5250,6,2006-01-16
5251,38,2008-05-14
5252,3,2011-08-13
5253,24,2005-01-12
5254,6,2005-08-06
5255,19,2009-06-13
5256,34,2009-08-19
5257,36,2009-11-15
5258,5,2008-05-24
5259,3,2010-02-10
5260,38,2006-06-30
5261,9,2010-05-02
5262,38,2009-11-16
5263,6,2011-08-29
5264,28,2010-01-13
5265,2,2008-08-04
5266,38,2007-03-30
5267,20,2006-03-23
5268,14,2010-04-20
5269,8,2010-04-03
5270,25,2006-12-11
5271,26,2005-03-12
5272,2,2006-12-11
5273,30,2007-07-25
5274,22,2009-08-28
5275,33,2007-12-05
5276,7,2005-12-31
5277,24,2006-07-23
5278,38,2009-03-12
5279,2,2008-02-13
5280,39,2011-09-20
5281,5,2005-11-10
5282,39,2007-02-25
5283,2,2009-09-26
5284,28,2009-01-18
5285,5,2007-03-11
5286,20,2006-01-23
5287,23,2005-12-09
5288,2,2005-03-10
5289,25,2010-04-08
5290,25,2009-07-21
5291,1,2005-06-30
5292,33,2008-06-16
5293,23,2009-09-22
5294,7,2008-06-03
5295,21,2005-06-24
5296,24,2008-09-17
5297,5,2008-02-26
5298,2,2009-04-30
5299,38,2008-10-22
5300,13,2008-06-16
5301,27,2005-01-21
5302,25,2006-05-04
5303,14,2009-12-24
5304,17,2009-09-26
5305,7,2006-06-29
5306,7,2010-05-03
5307,24,2006-05-08
5308,31,2005-11-09
5309,6,2008-08-01
5310,25,2009-12-25
5311,30,2009-02-26
5312,10,2006-03-08
5313,25,2010-06-25
5314,31,2010-07-06
5315,38,2009-09-14
5316,30,2006-08-02
5317,12,2005-07-14
5318,21,2008-03-14
5319,31,2007-05-30
5320,36,2005-07-13
5321,6,2010-12-10
5322,32,2011-10-02
5323,29,2006-04-03
5324,29,2010-10-22
5325,38,2010-07-29
5326,10,2008-10-21
5327,14,2010-12-21
5328,4,2008-10-25
5329,12,2005-10-05
5330,12,2006-12-22
5331,16,2008-05-08
5332,38,2005-03-20
5333,36,2011-10-07
5334,30,2011-04-05
5335,16,2005-09-20
5336,4,2005-03-18
5337,37,2005-12-30
5338,39,2007-08-29
5339,34,2007-08-02
5340,3,2009-06-26
5341,24,2007-12-06
5342,25,2009-02-27
5343,13,2010-09-28
5344,9,2011-07-28
5345,16,2010-01-26
5346,11,2006-09-03
5347,39,2005-04-06
5348,27,2011-04-10
5349,32,2009-07-01
5350,30,2006-03-15
5351,23,2006-02-05
5352,38,2010-05-07
5353,23,2007-11-19
5354,13,2011-07-31
5355,27,2006-05-13
5356,22,2007-01-11
5357,22,2008-02-14
5358,1,2005-01-10
5359,25,2007-05-27
5360,34,2005-06-16
5361,13,2005-06-11
5362,2,2005-10-13
5363,32,2008-01-21
5364,10,2011-02-25
5365,31,2007-02-10
5366,8,2007-12-23
5367,13,2010-12-02
5368,28,2006-04-16
5369,8,2010-04-05
5370,8,2010-10-13
5371,31,2009-10-02
5372,32,2010-12-22
5373,32,2009-10-12
5374,4,2006-10-19
5375,2,2009-12-05
5376,9,2010-09-22
5377,15,2006-03-23
5378,1,2011-05-23
5379,35,2005-09-24
5380,8,2008-01-03
5381,30,2007-04-16
5382,19,2007-02-23
5383,6,2011-02-03
5384,14,2005-08-28
5385,31,2010-10-02
5386,33,2008-06-06
5387,35,2011-09-07
5388,14,2010-04-25
5389,34,2009-11-07
5390,21,2006-05-09
5391,8,2011-04-19
5392,7,2010-06-17
5393,22,2008-10-19
5394,1,2006-10-31
5395,16,2006-04-02
5396,14,2005-10-15
5397,9,2010-11-01
5398,29,2010-10-05
5399,2,2009-09-09
5400,16,2010-12-26
5401,37,2005-08-27
5402,33,2009-09-08
5403,8,2010-07-01
5404,29,2005-07-11
5405,36,2006-11-24
5406,9,2007-10-04
5407,38,2006-05-22
5408,12,2005-08-24
5409,9,2006-03-12
5410,33,2005-05-09
5411,19,2010-10-02
5412,39,2009-10-21
5413,13,2006-05-03
5414,25,2009-06-24
5415,14,2007-07-10
5416,5,2008-01-23
5417,18,2008-06-24
5418,9,2010-10-28
5419,18,2006-07-25
5420,12,2011-05-30
5421,29,2007-08-31
5422,26,2010-11-07
5423,18,2009-02-04
5424,12,2011-02-16
5425,26,2008-12-16
5426,34,2010-03-01
5427,25,2009-07-16
5428,35,2007-03-05
5429,24,2008-01-12
5430,27,2006-01-12
5431,11,2007-12-31
5432,22,2008-03-02
5433,20,2009-05-06
5434,19,2008-10-03
5435,11,2010-04-07
5436,17,2011-01-07
5437,27,2011-03-14
5438,10,2006-01-23
5439,28,2007-02-14
5440,36,2008-05-10
5441,3,2006-06-03
5442,8,2009-10-08
5443,35,2011-05-19
5444,16,2008-02-15
5445,32,2009-11-20
5446,10,2011-08-12
5447,20,2010-06-24
5448,10,2009-09-29
5449,18,2009-04-22
5450,38,2006-08-06
5451,22,2005-04-11
5452,8,2005-01-30
5453,24,2007-04-18
5454,1,2010-02-28
5455,19,2006-04-22
5456,11,2010-05-31
5457,34,2010-02-20
5458,5,2010-06-24
5459,6,2011-08-27
5460,19,2005-09-25
5461,31,2010-10-24
5462,17,2008-10-13
5463,1,2008-10-21
5464,12,2011-02-28
5465,35,2007-03-16
5466,12,2007-06-10
5467,28,2007-06-19
5468,23,2005-05-23
5469,21,2008-04-02
5470,17,2006-12-09
5471,19,2005-06-08
5472,24,2006-07-13
5473,24,2010-08-07
5474,15,2011-07-14
5475,1,2006-09-27
5476,17,2007-10-17
5477,24,2009-05-13
5478,20,2009-02-21
5479,27,2006-08-02
5480,2,2005-02-09
5481,19,2010-04-15
5482,9,2009-05-01
5483,10,2008-05-28
5484,4,2010-08-08
5485,9,2006-11-27
5486,28,2005-09-20
5487,14,2009-04-16
5488,4,2005-07-20
5489,32,2009-08-13
5490,20,2006-10-07
5491,23,2006-01-25
5492,24,2009-09-13
5493,36,2007-04-16
5494,24,2010-06-02
5495,35,2005-01-08
5496,32,2010-10-03
5497,35,2008-10-17
5498,24,2008-04-22
5499,15,2005-06-06
5500,17,2011-09-27
5501,1,2009-10-07
5502,33,2009-02-04
5503,2,2006-11-18
5504,25,2007-03-03
5505,9,2006-07-07
5506,2,2010-02-20
5507,2,2008-05-13
5508,32,2006-08-07
5509,22,2010-02-09
5510,29,2009-12-12
5511,34,2009-06-25
5512,1,2005-08-06
5513,38,2009-03-08
5514,4,2005-10-08
5515,5,2006-07-23
5516,7,2005-06-05
5517,32,2006-07-30
5518,18,2008-03-28
5519,11,2006-12-31
5520,25,2008-06-24
5521,38,2007-10-19
5522,34,2005-11-07
5523,9,2009-08-19
5524,35,2005-01-06
5525,18,2011-10-06
5526,5,2010-02-10
5527,27,2005-01-07
5528,13,2010-03-19
5529,28,2011-04-18
5530,3,2007-12-10
5531,30,2007-08-02
5532,28,2005-09-23
5533,36,2009-09-30
5534,31,2010-05-25
5535,14,2007-06-26
5536,5,2009-12-11
5537,32,2006-10-28
5538,16,2008-06-25
5539,37,2008-02-02
5540,15,2006-07-02
5541,5,2009-06-27
5542,31,2005-12-03
5543,15,2011-01-23
5544,3,2011-03-29
5545,35,2006-10-25
5546,20,2011-01-30
5547,10,2009-10-17
5548,27,2011-03-08
5549,38,2005-07-09
5550,21,2009-12-08
5551,12,2008-01-14
5552,36,2011-04-09
5553,15,2006-06-06
5554,21,2005-12-10
5555,32,2010-06-21
5556,32,2009-11-18
5557,26,2005-02-02
5558,20,2010-09-19
5559,6,2005-02-06
5560,14,2010-12-27
5561,22,2008-11-12
5562,35,2008-06-05
5563,3,2007-01-23
5564,18,2010-12-06
5565,26,2009-03-03
5566,16,2009-11-08
5567,23,2010-08-30
5568,19,2007-11-22
5569,31,2011-01-19
5570,20,2008-10-15
5571,33,2011-09-23
5572,36,2007-07-16
5573,12,2011-01-14
5574,9,2005-06-09
5575,39,2009-12-03
5576,7,2005-04-30
5577,28,2010-08-19
5578,9,2008-05-24
5579,33,2008-10-09
5580,27,2008-04-02
5581,30,2007-08-15
5582,6,2008-12-10
5583,23,2011-03-31
5584,5,2008-07-03
5585,27,2005-04-04
5586,16,2010-07-21
5587,36,2007-02-23
5588,13,2008-05-04
5589,35,2010-02-27
5590,2,2009-02-13
5591,26,2007-10-10
5592,18,2006-09-10
5593,37,2006-08-13
5594,29,2005-12-13
5595,36,2007-04-28
5596,24,2007-06-24
5597,5,2011-01-25
5598,19,2007-11-06
5599,3,2011-05-19
5600,36,2010-07-03
5601,38,2007-07-01
5602,36,2008-07-09
5603,32,2006-03-15
5604,10,2006-10-07
5605,6,2005-05-19
5606,31,2007-05-09
5607,17,2008-03-17
5608,34,2008-02-23
5609,1,2008-03-13
5610,11,2009-07-12
5611,21,2010-12-18
5612,30,2009-08-14
5613,17,2006-11-18
5614,5,2011-08-01
5615,34,2009-04-02
5616,4,2009-03-09
5617,20,2008-04-02
5618,31,2009-09-05
5619,17,2006-04-04
5620,15,2005-10-04
5621,32,2007-12-11
5622,4,2010-12-20
5623,32,2005-01-29
5624,30,2008-04-29
5625,32,2008-06-11
5626,28,2005-06-23
5627,14,2009-08-04
5628,36,2009-03-12
5629,8,2006-01-14
5630,17,2006-04-20
5631,32,2008-06-20
5632,7,2007-04-01
5633,14,2006-02-28
5634,25,2008-10-18
5635,17,2005-10-04
5636,20,2008-07-24
5637,16,2010-11-15
5638,33,2010-02-20
5639,14,2009-09-04
5640,16,2009-02-20
5641,4,2007-10-11
5642,35,2010-12-20
5643,6,2007-09-19
5644,20,2009-01-06
5645,1,2009-12-30
5646,1,2005-06-04
5647,24,2009-03-16
5648,20,2006-11-04
5649,31,2009-12-21
5650,1,2008-01-17
5651,35,2007-10-09
5652,24,2009-05-31
5653,4,2007-04-01
5654,28,2007-05-04
5655,14,2006-12-28
5656,35,2009-10-02
5657,17,2007-07-07
5658,28,2005-11-12
5659,32,2008-12-31
5660,24,2008-10-27
5661,5,2008-09-03
5662,25,2005-10-21
5663,30,2007-08-23
5664,18,2006-08-17
5665,10,2010-05-03
5666,8,2008-01-21
5667,37,2011-05-20
5668,26,2006-04-22
5669,1,2005-05-31
5670,12,2005-12-11
5671,3,2008-04-13
5672,5,2010-08-02
5673,8,2005-10-17
5674,8,2008-05-19
5675,25,2011-05-18
5676,8,2006-03-03
5677,9,2006-02-20
5678,9,2010-04-01
5679,27,2008-09-17
5680,39,2010-08-19
5681,9,2007-06-05
5682,23,2005-07-10
5683,23,2010-04-27
5684,13,2007-10-25
5685,11,2010-07-17
5686,37,2005-01-10
5687,9,2009-04-08
